Unnamed: 0,Solvent 1,Solvent 2,q1,q2,r1,r2,x1,x2,T,ismisc
7088,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.282938881,0.097372394,300,1
7089,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.393050817,0.496734581,300,1
7090,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.488121362,0.162315176,300,1
7091,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.102208182,0.560825474,300,1
7092,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.182120072,0.698387122,300,1
7093,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.364142281,0.255371334,300,1
7094,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.598851642,0.063730579,300,1
7095,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.175459083,0.523042684,300,1
7096,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.288942054,0.404987191,300,1
7097,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.364480743,0.351500765,300,1
7098,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.748422303,0.207836016,300,1
7099,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.114516979,0.47044822,300,1
7100,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.044987603,0.016942937,300,1
7101,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.412535774,0.385853369,300,1
7102,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.281028382,0.213877965,300,1
7103,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.404387085,0.430258701,300,1
7104,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.27918006,0.179006426,300,1
7105,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.353690437,0.487207988,300,1
7106,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.507844708,0.119929387,300,1
7107,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.034941174,0.628330893,300,1
7108,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.744544423,0.199874518,300,1
7109,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.306419431,0.363394772,300,1
7110,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.507103538,0.283106635,300,1
7111,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.200696271,0.41365503,300,1
7112,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.408935695,0.195572311,300,1
7113,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.313352401,0.380573998,300,1
7114,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.694031928,0.220122205,300,1
7115,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.083936576,0.417890519,300,1
7116,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.096385144,0.374906844,300,1
7117,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.467676143,0.312514485,300,1
7118,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.37398524,0.068254496,300,1
7119,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.276432767,0.630141931,300,1
7120,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.367717429,0.074136382,300,1
7121,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.298445819,0.510637253,300,1
7122,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.39682659,0.215218681,300,1
7123,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.117759611,0.78942354,300,1
7124,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.195698312,0.344392217,300,1
7125,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.399049215,0.29070537,300,1
7126,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.682273318,0.155542622,300,1
7127,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.180808139,0.387687756,300,1
7128,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.315007748,0.455198328,300,1
7129,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.326862834,0.234416162,300,1
7130,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.620197466,0.006123691,300,1
7131,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.131655529,0.495425322,300,1
7132,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.013004895,0.207661729,300,1
7133,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.511746668,0.455011869,300,1
7134,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.355997668,0.260521789,300,1
7135,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.328571027,0.492274484,300,1
7136,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.55792435,0.302019522,300,1
7137,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.241127315,0.374925809,300,1
7138,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.588115443,0.210410649,300,1
7139,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.011780983,0.546289733,300,1
7140,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.14538036,0.251787432,300,1
7141,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.535235862,0.366968195,300,1
7142,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.522550778,0.02662097,300,1
7143,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.186865339,0.553636623,300,1
7144,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.253000639,0.196975287,300,1
7145,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.377427399,0.368505647,300,1
7146,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.431211587,0.092594493,300,1
7147,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.149426972,0.65204746,300,1
7148,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.14344613,0.226741296,300,1
7149,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.377589607,0.402971313,300,1
7150,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.560120826,0.431672769,300,1
7151,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.221858815,0.340855689,300,1
7152,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.30135587,0.34910638,300,1
7153,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.320929182,0.306200116,300,1
7154,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.775245234,0.067956892,300,1
7155,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.04904503,0.474644043,300,1
7156,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.172116105,0.158489292,300,1
7157,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.432052401,0.421080165,300,1
7158,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.380809201,0.173249096,300,1
7159,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.314734801,0.647160312,300,1
7160,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.233522039,0.023104822,300,1
7161,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.409379474,0.536764953,300,1
7162,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.43713092,0.238454409,300,1
7163,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.183226919,0.484442213,300,1
7164,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.085591825,0.604175721,300,1
7165,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.379976326,0.273438519,300,1
7166,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.489890375,0.177570864,300,1
7167,ethanol,toluene,2.588,2.968,2.5755,3.9228,0.234146132,0.434025398,300,1
7168,ethanol,water,2.588,1.4,2.5755,0.92,0.312851828,0.132230111,300,1
7169,ethanol,water,2.588,1.4,2.5755,0.92,0.362349325,0.564846079,300,1
7170,ethanol,water,2.588,1.4,2.5755,0.92,0.507916019,0.181389894,300,1
7171,ethanol,water,2.588,1.4,2.5755,0.92,0.044825608,0.656055625,300,1
7172,ethanol,water,2.588,1.4,2.5755,0.92,0.25561356,0.554332205,300,1
7173,ethanol,water,2.588,1.4,2.5755,0.92,0.350882493,0.227471137,300,1
7174,ethanol,water,2.588,1.4,2.5755,0.92,0.611000354,0.021937472,300,1
7175,ethanol,water,2.588,1.4,2.5755,0.92,0.149108466,0.504722085,300,1
7176,ethanol,water,2.588,1.4,2.5755,0.92,0.292899214,0.275817724,300,1
7177,ethanol,water,2.588,1.4,2.5755,0.92,0.317623136,0.317146635,300,1
7178,ethanol,water,2.588,1.4,2.5755,0.92,0.695066809,0.108951135,300,1
7179,ethanol,water,2.588,1.4,2.5755,0.92,0.075861109,0.42353385,300,1
7180,ethanol,water,2.588,1.4,2.5755,0.92,0.139841909,0.113465249,300,1
7181,ethanol,water,2.588,1.4,2.5755,0.92,0.423791964,0.440927144,300,1
7182,ethanol,water,2.588,1.4,2.5755,0.92,0.323235391,0.261605464,300,1
7183,ethanol,water,2.588,1.4,2.5755,0.92,0.421918963,0.567294781,300,1
7184,ethanol,water,2.588,1.4,2.5755,0.92,0.255741172,0.286620613,300,1
7185,ethanol,water,2.588,1.4,2.5755,0.92,0.343004454,0.363351235,300,1
7186,ethanol,water,2.588,1.4,2.5755,0.92,0.455115947,0.053236509,300,1
7187,ethanol,water,2.588,1.4,2.5755,0.92,0.056166068,0.788309605,300,1
7188,ethanol,water,2.588,1.4,2.5755,0.92,0.272283873,0.286110904,300,1
7189,ethanol,water,2.588,1.4,2.5755,0.92,0.393539151,0.351736647,300,1
7190,ethanol,water,2.588,1.4,2.5755,0.92,0.693306118,0.270384666,300,1
7191,ethanol,water,2.588,1.4,2.5755,0.92,0.195448361,0.373102284,300,1
7192,ethanol,water,2.588,1.4,2.5755,0.92,0.706759672,0.081874151,300,1
7193,ethanol,water,2.588,1.4,2.5755,0.92,0.294134341,0.358132778,300,1
7194,ethanol,water,2.588,1.4,2.5755,0.92,0.522370914,0.250614587,300,1
7195,ethanol,water,2.588,1.4,2.5755,0.92,0.165621049,0.409930707,300,1
7196,ethanol,water,2.588,1.4,2.5755,0.92,0.015568025,0.269928082,300,1
7197,ethanol,water,2.588,1.4,2.5755,0.92,0.50863884,0.392894984,300,1
7198,ethanol,water,2.588,1.4,2.5755,0.92,0.36714335,0.165592714,300,1
7199,ethanol,water,2.588,1.4,2.5755,0.92,0.269082103,0.50054514,300,1
7200,ethanol,water,2.588,1.4,2.5755,0.92,0.433604299,0.343217666,300,1
7201,ethanol,water,2.588,1.4,2.5755,0.92,0.232702999,0.321968797,300,1
7202,ethanol,water,2.588,1.4,2.5755,0.92,0.594264644,0.125701947,300,1
7203,ethanol,water,2.588,1.4,2.5755,0.92,0.00908402,0.535105874,300,1
7204,ethanol,water,2.588,1.4,2.5755,0.92,0.230261268,0.005406754,300,1
7205,ethanol,water,2.588,1.4,2.5755,0.92,0.453818053,0.535041089,300,1
7206,ethanol,water,2.588,1.4,2.5755,0.92,0.444641131,0.252423844,300,1
7207,ethanol,water,2.588,1.4,2.5755,0.92,0.262987064,0.474624541,300,1
7208,ethanol,water,2.588,1.4,2.5755,0.92,0.327752233,0.13005066,300,1
7209,ethanol,water,2.588,1.4,2.5755,0.92,0.371127997,0.444624821,300,1
7210,ethanol,water,2.588,1.4,2.5755,0.92,0.437146542,0.150810378,300,1
7211,ethanol,water,2.588,1.4,2.5755,0.92,0.18785458,0.697390456,300,1
7212,ethanol,water,2.588,1.4,2.5755,0.92,0.089937504,0.47808199,300,1
7213,ethanol,water,2.588,1.4,2.5755,0.92,0.415453198,0.274660087,300,1
7214,ethanol,water,2.588,1.4,2.5755,0.92,0.730411743,0.095775023,300,1
7215,ethanol,water,2.588,1.4,2.5755,0.92,0.167711842,0.433543966,300,1
7216,ethanol,water,2.588,1.4,2.5755,0.92,0.463290433,0.121425487,300,1
7217,ethanol,water,2.588,1.4,2.5755,0.92,0.286266444,0.441094954,300,1
7218,ethanol,water,2.588,1.4,2.5755,0.92,0.631076852,0.321644936,300,1
7219,ethanol,water,2.588,1.4,2.5755,0.92,0.075203918,0.382725049,300,1
7220,ethanol,water,2.588,1.4,2.5755,0.92,0.130160473,0.243612438,300,1
7221,ethanol,water,2.588,1.4,2.5755,0.92,0.435462233,0.355758316,300,1
7222,ethanol,water,2.588,1.4,2.5755,0.92,0.375651662,0.096764911,300,1
7223,ethanol,water,2.588,1.4,2.5755,0.92,0.269161622,0.604852105,300,1
7224,ethanol,water,2.588,1.4,2.5755,0.92,0.15816016,0.239420349,300,1
7225,ethanol,water,2.588,1.4,2.5755,0.92,0.484797177,0.368283507,300,1
7226,ethanol,water,2.588,1.4,2.5755,0.92,0.49981574,0.036519647,300,1
7227,ethanol,water,2.588,1.4,2.5755,0.92,0.135921707,0.565392192,300,1
7228,ethanol,water,2.588,1.4,2.5755,0.92,0.12912846,0.694743764,300,1
7229,ethanol,water,2.588,1.4,2.5755,0.92,0.380579011,0.321932015,300,1
7230,ethanol,water,2.588,1.4,2.5755,0.92,0.48408196,0.285266663,300,1
7231,ethanol,water,2.588,1.4,2.5755,0.92,0.280235273,0.413835183,300,1
7232,ethanol,water,2.588,1.4,2.5755,0.92,0.403248112,0.34164638,300,1
7233,ethanol,water,2.588,1.4,2.5755,0.92,0.344006411,0.328722286,300,1
7234,ethanol,water,2.588,1.4,2.5755,0.92,0.983900922,0.014532282,300,1
7235,ethanol,water,2.588,1.4,2.5755,0.92,0.01831511,0.530917169,300,1
7236,ethanol,water,2.588,1.4,2.5755,0.92,0.179841803,0.183777946,300,1
7237,ethanol,water,2.588,1.4,2.5755,0.92,0.36599933,0.410889997,300,1
7238,ethanol,water,2.588,1.4,2.5755,0.92,0.352899377,0.178871561,300,1
7239,ethanol,water,2.588,1.4,2.5755,0.92,0.216344663,0.591244594,300,1
7240,ethanol,water,2.588,1.4,2.5755,0.92,0.248712055,0.05258956,300,1
7241,ethanol,water,2.588,1.4,2.5755,0.92,0.356974679,0.555666373,300,1
7242,ethanol,water,2.588,1.4,2.5755,0.92,0.427453995,0.246000058,300,1
7243,ethanol,water,2.588,1.4,2.5755,0.92,0.114019233,0.522298305,300,1
7244,ethanol,water,2.588,1.4,2.5755,0.92,0.211682845,0.571056738,300,1
7245,ethanol,water,2.588,1.4,2.5755,0.92,0.384282097,0.267525072,300,1
7246,ethanol,water,2.588,1.4,2.5755,0.92,0.576274372,0.132280538,300,1
7247,ethanol,water,2.588,1.4,2.5755,0.92,0.229088288,0.437068333,300,1
7248,ethanol,water,2.588,1.4,2.5755,0.92,0.524929854,0.236072925,300,1
7249,ethanol,water,2.588,1.4,2.5755,0.92,0.260446059,0.342165244,300,1
7250,ethanol,water,2.588,1.4,2.5755,0.92,0.580571578,0.16723891,300,1
7251,ethanol,water,2.588,1.4,2.5755,0.92,0.060594783,0.476159857,300,1
7252,ethanol,water,2.588,1.4,2.5755,0.92,0.106037483,0.307390741,300,1
7253,ethanol,water,2.588,1.4,2.5755,0.92,0.558461589,0.386450626,300,1
7254,ethanol,water,2.588,1.4,2.5755,0.92,0.491593852,0.088495847,300,1
7255,ethanol,water,2.588,1.4,2.5755,0.92,0.216785847,0.569824607,300,1
7256,ethanol,water,2.588,1.4,2.5755,0.92,0.244806253,0.277517834,300,1
7257,ethanol,water,2.588,1.4,2.5755,0.92,0.424707327,0.422127684,300,1
7258,ethanol,water,2.588,1.4,2.5755,0.92,0.447333652,0.127170697,300,1
7259,ethanol,water,2.588,1.4,2.5755,0.92,0.214443852,0.745184807,300,1
7260,ethanol,water,2.588,1.4,2.5755,0.92,0.003668384,0.092126693,300,1
7261,ethanol,water,2.588,1.4,2.5755,0.92,0.37666853,0.344854375,300,1
7262,ethanol,water,2.588,1.4,2.5755,0.92,0.459677239,0.363141742,300,1
7263,ethanol,water,2.588,1.4,2.5755,0.92,0.230090896,0.276843117,300,1
7264,ethanol,water,2.588,1.4,2.5755,0.92,0.403277528,0.016936612,300,1
7265,ethanol,water,2.588,1.4,2.5755,0.92,0.278541771,0.488766926,300,1
7266,ethanol,water,2.588,1.4,2.5755,0.92,0.411185382,0.188122536,300,1
7267,ethanol,water,2.588,1.4,2.5755,0.92,0.044898933,0.761229614,300,1
7268,ethanol,water,2.588,1.4,2.5755,0.92,0.246540611,0.388154352,300,1
7269,ethanol,water,2.588,1.4,2.5755,0.92,0.375826677,0.336268193,300,1
7270,ethanol,water,2.588,1.4,2.5755,0.92,0.714491661,0.192019606,300,1
7271,ethanol,water,2.588,1.4,2.5755,0.92,0.154583702,0.432618586,300,1
7272,ethanol,water,2.588,1.4,2.5755,0.92,0.411608522,0.560273639,300,1
7273,ethanol,water,2.588,1.4,2.5755,0.92,0.331471576,0.278062675,300,1
7274,ethanol,water,2.588,1.4,2.5755,0.92,0.694155231,0.072728955,300,1
7275,ethanol,water,2.588,1.4,2.5755,0.92,0.109797152,0.586875134,300,1
7276,ethanol,water,2.588,1.4,2.5755,0.92,0.062536246,0.119302549,300,1
7277,ethanol,water,2.588,1.4,2.5755,0.92,0.45807222,0.413894258,300,1
7278,ethanol,water,2.588,1.4,2.5755,0.92,0.355733411,0.181961868,300,1
7279,ethanol,water,2.588,1.4,2.5755,0.92,0.268699566,0.433367745,300,1
7280,ethanol,water,2.588,1.4,2.5755,0.92,0.290699736,0.185429226,300,1
7281,ethanol,water,2.588,1.4,2.5755,0.92,0.451748493,0.507921115,300,1
7282,ethanol,water,2.588,1.4,2.5755,0.92,0.563856888,0.106995863,300,1
7283,ethanol,water,2.588,1.4,2.5755,0.92,0.090708462,0.675186655,300,1
7284,ethanol,water,2.588,1.4,2.5755,0.92,0.337703577,0.218597573,300,1
7285,ethanol,water,2.588,1.4,2.5755,0.92,0.295717984,0.345101185,300,1
7286,ethanol,water,2.588,1.4,2.5755,0.92,0.40955064,0.286935959,300,1
7287,ethanol,water,2.588,1.4,2.5755,0.92,0.198946344,0.379430888,300,1
7288,ethanol,water,2.588,1.4,2.5755,0.92,0.300575257,0.268428267,300,1
7289,ethanol,water,2.588,1.4,2.5755,0.92,0.313283809,0.376590493,300,1
7290,ethanol,water,2.588,1.4,2.5755,0.92,0.607513289,0.261345252,300,1
7291,ethanol,water,2.588,1.4,2.5755,0.92,0.110229845,0.402885062,300,1
7292,ethanol,water,2.588,1.4,2.5755,0.92,0.058453623,0.369650074,300,1
7293,ethanol,water,2.588,1.4,2.5755,0.92,0.515558441,0.291118786,300,1
7294,ethanol,water,2.588,1.4,2.5755,0.92,0.382244073,0.031598564,300,1
7295,ethanol,water,2.588,1.4,2.5755,0.92,0.330708891,0.616409913,300,1
7296,ethanol,water,2.588,1.4,2.5755,0.92,0.355032675,0.225874946,300,1
7297,ethanol,water,2.588,1.4,2.5755,0.92,0.358111613,0.410759982,300,1
7298,ethanol,water,2.588,1.4,2.5755,0.92,0.487036796,0.077823828,300,1
7299,ethanol,water,2.588,1.4,2.5755,0.92,0.062689689,0.850137538,300,1
7300,ethanol,water,2.588,1.4,2.5755,0.92,0.302279016,0.110418389,300,1
7301,ethanol,water,2.588,1.4,2.5755,0.92,0.316890741,0.410999964,300,1
7302,ethanol,water,2.588,1.4,2.5755,0.92,0.516733529,0.351000607,300,1
7303,ethanol,water,2.588,1.4,2.5755,0.92,0.158428958,0.330553503,300,1
7304,ethanol,water,2.588,1.4,2.5755,0.92,0.441336932,0.286078479,300,1
7305,ethanol,water,2.588,1.4,2.5755,0.92,0.261077565,0.343388453,300,1
7306,ethanol,water,2.588,1.4,2.5755,0.92,0.484656729,0.22317697,300,1
7307,ethanol,water,2.588,1.4,2.5755,0.92,0.095313392,0.446475252,300,1
7308,ethanol,water,2.588,1.4,2.5755,0.92,0.084375099,0.326387536,300,1
7309,ethanol,water,2.588,1.4,2.5755,0.92,0.618739652,0.35354338,300,1
7310,ethanol,water,2.588,1.4,2.5755,0.92,0.516117615,0.002913573,300,1
7311,ethanol,water,2.588,1.4,2.5755,0.92,0.26655796,0.570016949,300,1
7312,ethanol,water,2.588,1.4,2.5755,0.92,0.286842798,0.043410727,300,1
7313,ethanol,water,2.588,1.4,2.5755,0.92,0.339449727,0.527956738,300,1
7314,ethanol,water,2.588,1.4,2.5755,0.92,0.441226319,0.195947426,300,1
7315,ethanol,water,2.588,1.4,2.5755,0.92,0.069997281,0.498616954,300,1
7316,ethanol,water,2.588,1.4,2.5755,0.92,0.362755796,0.627426078,300,1
7317,ethanol,water,2.588,1.4,2.5755,0.92,0.355259373,0.310974865,300,1
7318,ethanol,water,2.588,1.4,2.5755,0.92,0.553858124,0.189014675,300,1
7319,ethanol,water,2.588,1.4,2.5755,0.92,0.205191287,0.491507888,300,1
7320,ethanol,water,2.588,1.4,2.5755,0.92,0.282847032,0.426836968,300,1
7321,ethanol,water,2.588,1.4,2.5755,0.92,0.373930625,0.312324686,300,1
7322,ethanol,water,2.588,1.4,2.5755,0.92,0.771696609,0.111367832,300,1
7323,ethanol,water,2.588,1.4,2.5755,0.92,0.116359067,0.468136842,300,1
7324,ethanol,water,2.588,1.4,2.5755,0.92,0.029993097,0.19441532,300,1
7325,ethanol,water,2.588,1.4,2.5755,0.92,0.443053396,0.364661061,300,1
7326,ethanol,water,2.588,1.4,2.5755,0.92,0.304463129,0.152775825,300,1
7327,ethanol,water,2.588,1.4,2.5755,0.92,0.348775687,0.534028954,300,1
7328,ethanol,water,2.588,1.4,2.5755,0.92,0.429536076,0.119259914,300,1
7329,ethanol,water,2.588,1.4,2.5755,0.92,0.255895455,0.399738074,300,1
7330,ethanol,water,2.588,1.4,2.5755,0.92,0.658501175,0.199710915,300,1
7331,ethanol,water,2.588,1.4,2.5755,0.92,0.00246463,0.394937088,300,1
7332,ethanol,water,2.588,1.4,2.5755,0.92,0.186614572,0.392417247,300,1
7333,ethanol,water,2.588,1.4,2.5755,0.92,0.487788904,0.352977834,300,1
7334,ethanol,water,2.588,1.4,2.5755,0.92,0.463666037,0.053194239,300,1
7335,ethanol,water,2.588,1.4,2.5755,0.92,0.2167435,0.745728418,300,1
7336,ethanol,water,2.588,1.4,2.5755,0.92,0.234200375,0.223156122,300,1
7337,ethanol,water,2.588,1.4,2.5755,0.92,0.460174335,0.488931391,300,1
7338,ethanol,water,2.588,1.4,2.5755,0.92,0.526138651,0.119383012,300,1
7339,ethanol,water,2.588,1.4,2.5755,0.92,0.116939513,0.625202541,300,1
7340,ethanol,water,2.588,1.4,2.5755,0.92,0.28594051,0.108698587,300,1
7341,ethanol,water,2.588,1.4,2.5755,0.92,0.329556397,0.341766141,300,1
7342,ethanol,water,2.588,1.4,2.5755,0.92,0.415926328,0.302668319,300,1
7343,ethanol,water,2.588,1.4,2.5755,0.92,0.241829377,0.321280003,300,1
7344,ethanol,water,2.588,1.4,2.5755,0.92,0.456940887,0.433315113,300,1
7345,ethanol,water,2.588,1.4,2.5755,0.92,0.307732178,0.279648363,300,1
7346,ethanol,water,2.588,1.4,2.5755,0.92,0.708762348,0.026190689,300,1
7347,ethanol,water,2.588,1.4,2.5755,0.92,0.069235522,0.552720959,300,1
7348,ethanol,water,2.588,1.4,2.5755,0.92,0.101352629,0.187678822,300,1
7349,ethanol,water,2.588,1.4,2.5755,0.92,0.471423082,0.45694614,300,1
7350,ethanol,water,2.588,1.4,2.5755,0.92,0.393276285,0.210348979,300,1
7351,ethanol,water,2.588,1.4,2.5755,0.92,0.224578406,0.487985019,300,1
7352,ethanol,water,2.588,1.4,2.5755,0.92,0.232214598,0.096136371,300,1
7353,ethanol,water,2.588,1.4,2.5755,0.92,0.336567101,0.456492057,300,1
7354,ethanol,water,2.588,1.4,2.5755,0.92,0.352407464,0.204790506,300,1
7355,ethanol,water,2.588,1.4,2.5755,0.92,0.191079953,0.578401576,300,1
7356,ethanol,water,2.588,1.4,2.5755,0.92,0.063306853,0.454371137,300,1
7357,ethanol,water,2.588,1.4,2.5755,0.92,0.460445271,0.303598656,300,1
7358,ethanol,water,2.588,1.4,2.5755,0.92,0.716391306,0.245594267,300,1
7359,ethanol,water,2.588,1.4,2.5755,0.92,0.238261216,0.370405924,300,1
7360,ethanol,water,2.588,1.4,2.5755,0.92,0.800217975,0.148697475,300,1
7361,ethanol,water,2.588,1.4,2.5755,0.92,0.234448028,0.430267729,300,1
7362,ethanol,water,2.588,1.4,2.5755,0.92,0.563392718,0.27903857,300,1
7363,ethanol,water,2.588,1.4,2.5755,0.92,0.035577014,0.489238306,300,1
7364,ethanol,water,2.588,1.4,2.5755,0.92,0.145642999,0.190872334,300,1
7365,ethanol,water,2.588,1.4,2.5755,0.92,0.473805267,0.404430316,300,1
7366,ethanol,water,2.588,1.4,2.5755,0.92,0.457219647,0.085612711,300,1
7367,ethanol,water,2.588,1.4,2.5755,0.92,0.168381847,0.515600929,300,1
7368,ethanol,water,2.588,1.4,2.5755,0.92,0.234892996,0.300821978,300,1
7369,ethanol,water,2.588,1.4,2.5755,0.92,0.413303511,0.335880452,300,1
7370,ethanol,water,2.588,1.4,2.5755,0.92,0.474794688,0.012177112,300,1
7371,ethanol,water,2.588,1.4,2.5755,0.92,0.109215009,0.738580959,300,1
7372,ethanol,water,2.588,1.4,2.5755,0.92,0.189400818,0.28453019,300,1
7373,ethanol,water,2.588,1.4,2.5755,0.92,0.388699824,0.368163097,300,1
7374,ethanol,water,2.588,1.4,2.5755,0.92,0.582272527,0.334715942,300,1
7375,ethanol,water,2.588,1.4,2.5755,0.92,0.21016118,0.35820366,300,1
7376,ethanol,water,2.588,1.4,2.5755,0.92,0.342483193,0.292263236,300,1
7377,ethanol,water,2.588,1.4,2.5755,0.92,0.302527307,0.372918316,300,1
7378,ethanol,water,2.588,1.4,2.5755,0.92,0.693177356,0.195211035,300,1
7379,ethanol,water,2.588,1.4,2.5755,0.92,0.049285971,0.445128891,300,1
7380,ethanol,water,2.588,1.4,2.5755,0.92,0.207576417,0.048897311,300,1
7381,ethanol,water,2.588,1.4,2.5755,0.92,0.41228321,0.432178171,300,1
7382,ethanol,water,2.588,1.4,2.5755,0.92,0.350497772,0.200590564,300,1
7383,ethanol,water,2.588,1.4,2.5755,0.92,0.35634635,0.532315711,300,1
7384,ethanol,water,2.588,1.4,2.5755,0.92,0.233313251,0.141436662,300,1
7385,ethanol,water,2.588,1.4,2.5755,0.92,0.491208278,0.498646408,300,1
7386,ethanol,water,2.588,1.4,2.5755,0.92,0.493987816,0.174089863,300,1
7387,ethanol,water,2.588,1.4,2.5755,0.92,0.204147952,0.547490315,300,1
7388,ethanol,water,2.588,1.4,2.5755,0.92,0.012750554,0.653721801,300,1
7389,ethanol,water,2.588,1.4,2.5755,0.92,0.379532265,0.246872314,300,1
7390,ethanol,water,2.588,1.4,2.5755,0.92,0.477793273,0.08898231,300,1
7391,ethanol,water,2.588,1.4,2.5755,0.92,0.214111331,0.442792666,300,1
7392,ethanol,water,2.588,1.4,2.5755,0.92,0.245923286,0.263825137,300,1
7393,ethanol,water,2.588,1.4,2.5755,0.92,0.412198889,0.460192682,300,1
7394,ethanol,water,2.588,1.4,2.5755,0.92,0.56118874,0.037974874,300,1
7395,ethanol,water,2.588,1.4,2.5755,0.92,0.015169337,0.6995456,300,1
7396,ethanol,water,2.588,1.4,2.5755,0.92,0.516081558,0.336334244,300,1
7397,ethanol,water,2.588,1.4,2.5755,0.92,0.330227005,0.320195587,300,1
7398,ethanol,water,2.588,1.4,2.5755,0.92,0.516202979,0.220150549,300,1
7399,ethanol,water,2.588,1.4,2.5755,0.92,0.197467064,0.419371615,300,1
7400,ethanol,water,2.588,1.4,2.5755,0.92,0.571033242,0.015475926,300,1
7401,ethanol,water,2.588,1.4,2.5755,0.92,0.317306112,0.432486859,300,1
7402,ethanol,water,2.588,1.4,2.5755,0.92,0.650088901,0.3080201,300,1
7403,ethanol,water,2.588,1.4,2.5755,0.92,0.12145642,0.354875065,300,1
7404,ethanol,water,2.588,1.4,2.5755,0.92,0.055348424,0.322647202,300,1
7405,ethanol,water,2.588,1.4,2.5755,0.92,0.436542887,0.333782455,300,1
